,ID,Game,Genre,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
337,86175,Detroit: Become Human    Read the review,Adventure,PS4,Sony Interactive Entertainment,Quantic Dream,8.0,8.0,,3.20m,,,,,,25th May 18,05th Jun 18
338,226220,Devil May Cry 3 Special Edition    Read the review,Action,NS,Unknown,Capcom,8.0,,,,,,,,,,24th Feb 20
339,222641,Diablo III: Eternal Collection    Read the review,Action,NS,Blizzard Entertainment,Blizzard Entertainment,8.0,9.0,,,0.67m,0.38m,0.22m,0.01m,0.06m,02nd Nov 18,13th Sep 18
340,225739,Disney Classic Games: Aladdin and The Lion King    Read the review,Platform,NS,Unknown,Disney Interactive,8.0,,,,,,,,,,03rd Nov 19
341,222183,Doom Eternal    Read the review,Shooter,PC,Bethesda Softworks,id Software,8.0,,,,,,,,,20th Mar 20,08th Jul 19
342,222931,Door Kickers: Action Squad    Read the review,Strategy,PC,KillHouse Games,KillHouse Games,8.0,,,,,,,,,10th Sep 18,09th Oct 18
343,229397,Dreamscaper    Read the review,Action-Adventure,NS,Unknown,Afterburner Studios,8.0,,,,,,,,,,23rd Jul 21
344,229342,Ender Lilies: Quietus of the Knights    Read the review,Action-Adventure,NS,Unknown,Live Wire,8.0,,,,,,,,,,05th Jul 21
345,682,Excite Truck    Read the review,Racing,Wii,Nintendo,Monster Games Inc.,8.0,7.0,,,0.53m,0.39m,0.03m,0.08m,0.04m,19th Nov 06,
346,70928,F1 2012    Read the review,Racing,X360,Codemasters,Codemasters Birmingham,8.0,8.5,,,0.49m,0.10m,0.34m,,0.05m,18th Sep 12,11th Mar 18
347,76415,F1 2013    Read the review,Racing,X360,Codemasters,Codemasters Birmingham,8.0,,,,0.30m,0.01m,0.28m,0.00m,0.02m,08th Oct 13,24th May 18
348,228847,Final Fantasy VII Remake Intergrade    Read the review,Role-Playing,PS5,Square Enix,Square Enix,8.0,,,,,,,,,10th Jun 21,20th May 21
349,222154,Fire Emblem: Three Houses    Read the review,Role-Playing,NS,Nintendo,Intelligent Systems,8.0,,10.0,2.87m,,,,,,26th Jul 19,11th Jun 19
350,224863,Frostpunk    Read the review,Strategy,PS4,11 bit studios,11 bit studios,8.0,,,,,,,,,11th Oct 19,28th May 19
351,225301,GORN    Read the review,Simulation,PC,Unknown,Free Lives,8.0,,,,,,,,,,25th Jul 19
352,225398,Granblue Fantasy Versus    Read the review,Fighting,PS4,Xseed Games,Arc System Works,8.0,,,0.15m,,,,,,18th Feb 20,06th Aug 19
353,225492,GreedFall    Read the review,Role-Playing,XOne,Focus Home Interactive,Spiders,8.0,,,,,,,,,10th Sep 19,12th Aug 19
354,225805,GRIS    Read the review,Platform,PS4,Devolver Digital,Nomada Studio,8.0,,,,,,,,,26th Nov 19,27th Nov 19
355,222639,Guacamelee! 2    Read the review,Action-Adventure,PS4,Unknown,DrinkBox Studios,8.0,,,,,,,,,,16th Aug 18
356,224683,Indivisible    Read the review,Role-Playing,PS4,505 Games,Lab Zero Games,8.0,,,,,,,,,08th Oct 19,11th Apr 19
357,223158,Insurgency: Sandstorm    Read the review,Shooter,PC,Focus Home Interactive,New World Interactive,8.0,,,0.50m,,,,,,12th Dec 18,12th Dec 18
358,221288,Into the Breach    Read the review,Strategy,PC,Subset Games,Subset Games,8.0,,,,,,,,,27th Feb 18,10th Mar 18
359,73114,Kingdom Hearts III    Read the review,Role-Playing,PS4,Square Enix,Square Enix,8.0,,,,,,,,,29th Jan 19,22nd Dec 17
360,221935,Light Fall    Read the review,Action-Adventure,PC,Unknown,Bishop Games,8.0,,,,,,,,,,28th Apr 18
361,84606,Lumino City    Read the review,Adventure,PC,State of Play Games,State of Play Games,8.0,,,,,,,,,01st Jan 15,
362,227599,Mafia: Definitive Edition    Read the review,Action-Adventure,XOne,Unknown,Hangar 13,8.0,,,,,,,,,,23rd Oct 20
363,225794,Manifold Garden    Read the review,Puzzle,PC,Unknown,William Chyr Studio,8.0,,,,,,,,,,25th Nov 19
364,120133,Marvel's Spider-Man    Read the review,Action-Adventure,PS4,Sony Interactive Entertainment,Insomniac Games,8.0,9.1,,20.00m,,,,,,07th Sep 18,26th Sep 18
365,220225,Monster Boy and the Cursed Kingdom    Read the review,Action-Adventure,NS,FDG Entertainment,Game Atelier,8.0,8.0,9.5,,0.04m,0.03m,,,0.00m,06th Nov 18,17th Dec 18
366,182720,Monster Hunter: World    Read the review,Action,XOne,Capcom,Capcom,8.0,9.4,,,0.93m,0.67m,0.17m,,0.09m,26th Jan 18,30th Jan 18
367,223146,Mortal Kombat 11    Read the review,Fighting,PS4,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.0,,,,,,,,,23rd Apr 19,31st Mar 19
368,227072,Mortal Shell    Read the review,Role-Playing,PS4,Playstack,Cold Symmetry,8.0,,,,,,,,,18th Aug 20,16th Aug 20
369,221240,Moss    Read the review,Adventure,PS4,Perp Games,Polyarc,8.0,9.0,,,,,,,,12th Jun 18,04th Mar 18
370,222320,Nelke & the Legendary Alchemists: Ateliers of the New World    Read the review,Role-Playing,PSV,Koei Tecmo,Gust,8.0,,,,,,,,,31st Jan 19,06th Feb 19
371,84672,OlliOlli2: Welcome to Olliwood    Read the review,Sports,PSV,Roll7,Roll7,8.0,,,,,,,,,03rd Mar 15,05th Apr 19
372,227043,Othercide    Read the review,Strategy,PS4,Unknown,Lightbulb Crew,8.0,,,,,,,,,,01st Aug 20
373,222193,Overcooked! 2    Read the review,Simulation,NS,Sold Out,Ghost Town Games,8.0,8.4,,,0.29m,0.17m,0.09m,0.01m,0.03m,07th Aug 18,14th Jun 18
374,226560,Paper Mario: The Origami King    Read the review,Action-Adventure,NS,Nintendo,Intelligent Systems,8.0,,9.0,3.12m,,,,,,17th Jul 20,01st Aug 20
375,224754,Persona 5 Strikers    Read the review,Action,PS4,Atlus,Omega Force,8.0,,,,,,,,,23rd Feb 21,04th Dec 20
376,140683,Red Dead Redemption 2    Read the review,Action-Adventure,PS4,Rockstar Games,Rockstar Games,8.0,9.8,,,13.94m,5.26m,6.21m,0.21m,2.26m,26th Oct 18,02nd Nov 18
377,225000,Remnant: From the Ashes    Read the review,Shooter,PC,Perfect World Entertainment,Gunfire Games,8.0,,,,,,,,,20th Aug 19,07th Jul 19
378,222162,Resident Evil 2    Read the review,Action-Adventure,PS4,Capcom,Capcom,8.0,,,,,,,,,25th Jan 19,06th Nov 18
379,222031,Riddled Corpses Ex    Read the review,Shooter,PSV,Unknown,Daniel Fernandez Chavez,8.0,,,,,,,,,,02nd Jun 18
380,225399,Sakuna: Of Rice and Ruin    Read the review,Action-Adventure,NS,Xseed Games,Edelweiss,8.0,,,,,,,,,10th Nov 20,25th Nov 20
381,226562,SEGA AGES Thunder Force AC    Read the review,Shooter,NS,Unknown,M2,8.0,,,,,,,,,,14th May 20
382,180623,Shin Megami Tensei: Strange Journey Redux    Read the review,Role-Playing,3DS,Atlus,Atlus,8.0,,,,0.20m,0.08m,0.01m,0.10m,0.01m,15th May 18,22nd Jun 18
383,225848,Shovel Knight: King of Cards    Read the review,Platform,NS,Unknown,Yacht Club Games,8.0,,,,,,,,,,08th Dec 19
384,225764,Sparklite    Read the review,Action-Adventure,NS,Unknown,Red Blue Games,8.0,,,,,,,,,,14th Nov 19
385,224964,Spiritfarer    Read the review,Simulation,NS,Thunder Lotus Games,Thunder Lotus Games,8.0,,,,,,,,,01st Dec 20,06th Aug 19
386,221819,Spyro Reignited Trilogy    Read the review,Platform,PS4,Activision,Toys for Bob,8.0,,,,2.17m,0.75m,1.07m,,0.35m,13th Nov 18,08th Apr 18
387,225798,Streets of Rage 4    Read the review,Action,NS,DotEmu,Lizardcube,8.0,,,,,,,,,30th Apr 20,25th Nov 19
388,221410,Super Daryl Deluxe    Read the review,Action,NS,Dan & Gary Games,Dan & Gary Games,8.0,,,,,,,,,10th Apr 18,23rd Mar 18
389,189185,The Alliance Alive    Read the review,Role-Playing,3DS,Atlus,Cattle Call,8.0,7.3,,,0.11m,0.04m,,0.06m,0.01m,27th Mar 18,16th Mar 19
390,223547,The Legend of Zelda: Link's Awakening    Read the review,Action-Adventure,NS,Nintendo,Nintendo,8.0,,10.0,5.49m,,,,,,20th Sep 19,11th Jun 19
391,221603,The Messenger    Read the review,Platform,NS,Sabotage,Sabotage,8.0,,,,,,,,,29th Aug 18,26th Mar 18
392,226554,Tony Hawk's Pro Skater 1 + 2    Read the review,Sports,XOne,Activision,Vicarious Visions,8.0,,8.6,,,,,,,04th Sep 20,31st Jan 21
393,225609,Torchlight II    Read the review,Action,NS,Runic Games,Runic Games,8.0,,,,,,,,,03rd Sep 19,03rd Sep 19
394,226125,Twin Breaker: A Sacred Symbols Adventure    Read the review,Action,PS4,Lillymo Games Inc,Lillymo Games Inc,8.0,,,,,,,,,24th Mar 20,13th Feb 20
395,222921,Velocity 2X    Read the review,Action,NS,Unknown,FuturLab,8.0,,,,,,,,,,02nd Oct 18
396,221011,Wargroove    Read the review,Strategy,NS,Chucklefish,Chucklefish,8.0,,,,,,,,,01st Feb 19,24th Mar 19
397,224923,Yooka-Laylee and the Impossible Lair    Read the review,Platform,NS,Team 17,Playtonic Games,8.0,,,,,,,,,08th Oct 19,08th Jun 19
398,182717,Yoshi's Crafted World    Read the review,Platform,NS,Nintendo,Good-Feel,8.0,7.8,,1.84m,,,,,,29th Mar 19,22nd Mar 19
399,223219,Ys IX: Monstrum Nox    Read the review,Role-Playing,PS4,Falcom Corporation,Falcom,8.0,,,,,,,,,26th Sep 19,24th Mar 19
400,34901,'Splosion Man    Read the review,Platform,XBL,Twisted Pixel Games,Twisted Pixel Games,8.0,8.4,,,,,,,,22nd Jul 09,
401,35213,Blueberry Garden    Read the review,Adventure,PC,Erik Svedäng,Erik Svedäng,8.0,5.3,,,,,,,,10th Jun 09,
402,30702,Call of Juarez: Bound in Blood    Read the review,Shooter,PS3,Ubisoft,Techland,8.0,7.7,,,0.88m,0.35m,0.38m,0.01m,0.15m,30th Jun 09,
403,30701,Call of Juarez: Bound in Blood    Read the review,Shooter,X360,Ubisoft,Techland,8.0,7.6,,,0.60m,0.30m,0.24m,0.00m,0.06m,30th Jun 09,
404,6991,DiRT    Read the review,Racing,PS3,Codemasters,Codemasters,8.0,8.3,,,1.05m,0.16m,0.66m,,0.23m,11th Sep 07,
405,6710,DiRT    Read the review,Racing,X360,Codemasters,Codemasters,8.0,8.4,,,0.87m,0.38m,0.40m,,0.09m,19th Jun 07,
406,34272,DJ Hero    Read the review,Misc,PS3,Activision,FreeStyleGames,8.0,8.5,,,0.90m,0.42m,0.34m,,0.15m,27th Oct 09,
407,34270,DJ Hero    Read the review,Misc,Wii,Activision,FreeStyleGames,8.0,8.6,,,0.78m,0.47m,0.23m,,0.08m,27th Oct 09,
408,34271,DJ Hero    Read the review,Misc,X360,Activision,FreeStyleGames,8.0,8.4,,,1.09m,0.59m,0.39m,,0.11m,27th Oct 09,
409,19605,Dr. Mario Online RX,Puzzle,WW,Nintendo,Arika,,,,,,,,,,26th May 08,
410,28953,Dr. Mario Online Rx    Read the review,Puzzle,WW,Nintendo,Nintendo,8.0,,,,,,,,,26th May 08,
411,7692,Dragon Quest IV: Chapters of the Chosen    Read the review,Role-Playing,DS,Square Enix,ArtePiazza,8.0,8.1,8.0,1.60m,,,,,,16th Sep 08,
412,18893,Final Fantasy Crystal Chronicles: My Life as a King    Read the review,Strategy,WW,Square Enix,Square Enix,8.0,7.7,,,,,,,,12th May 08,
413,33482,Guitar Hero On Tour: Modern Hits    Read the review,Misc,DS,Activision,Activision,8.0,7.3,,,0.37m,0.13m,0.20m,,0.04m,09th Jun 09,
414,40166,Heroes of Newerth    Read the review,Strategy,PC,S2 Games,S2 Games,8.0,,,0.53m,,,,,,12th May 10,
415,41850,Lazy Raiders    Read the review,Action,XBL,Sarbakan,Sarbakan Inc.,8.0,7.8,,,,,,,,24th Feb 10,
416,32173,MotorStorm: Arctic Edge    Read the review,Racing,PSP,Sony Computer Entertainment,Bigbig Studios,8.0,7.7,,,1.04m,0.16m,0.58m,0.00m,0.30m,29th Sep 09,
417,13861,Ninjatown    Read the review,Strategy,DS,SouthPeak Interactive,Venan Entertainment / Cashmere Productions,8.0,,,,0.13m,0.12m,0.00m,,0.01m,28th Oct 08,
418,4009,Phoenix Wright: Ace Attorney    Read the review,Adventure,DS,Capcom,Capcom,8.0,8.1,,,0.93m,0.44m,0.05m,0.39m,0.05m,12th Oct 05,
419,18651,Puchi Puchi Virus    Read the review,Puzzle,DS,NIS America,Keys Factory,8.0,7.4,,,0.09m,0.08m,,,0.01m,20th May 09,
420,38560,QuantZ    Read the review,Puzzle,PC,Gamerizon,Gamerizon,8.0,,,,,,,,,13th Aug 08,
421,24668,Ratchet & Clank Future: Quest for Booty    Read the review,Platform,PSN,Sony Computer Entertainment,Insomniac Games,8.0,7.7,8.7,,0.09m,0.01m,0.06m,,0.02m,21st Aug 08,
422,16284,Red Steel 2    Read the review,Shooter,Wii,Ubisoft,Ubisoft Paris,8.0,7.8,8.5,0.27m,,,,,,23rd Mar 10,
423,33401,Resonance of Fate    Read the review,Role-Playing,PS3,Sega,tri-Ace,8.0,7.5,8.2,,0.74m,0.20m,0.22m,0.24m,0.08m,16th Mar 10,
424,33400,Resonance of Fate    Read the review,Role-Playing,X360,Sega,tri-Ace,8.0,7.4,,,0.33m,0.12m,0.13m,0.06m,0.03m,16th Mar 10,
425,4207,Rune Factory: A Fantasy Harvest Moon    Read the review,Role-Playing,DS,Natsume,Neverland Company,8.0,8.1,,,0.53m,0.35m,0.01m,0.14m,0.03m,14th Aug 07,
426,44052,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.0,,,,,,,,,15th Apr 10,
427,43733,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone    Read the review,Adventure,PSN,Telltale Games,Telltale Games,8.0,,,,,,,,,15th Apr 10,
428,6988,Skate    Read the review,Sports,PS3,Electronic Arts,EA Black Box,8.0,,,,0.37m,0.29m,0.04m,0.00m,0.03m,24th Sep 07,
429,34893,Sonic & SEGA All-Stars Racing    Read the review,Racing,PS3,Sega,Sumo Digital,8.0,8.0,,,0.96m,0.36m,0.44m,,0.16m,23rd Feb 10,
430,34891,Sonic & SEGA All-Stars Racing    Read the review,Racing,Wii,Sega,Sumo Digital,8.0,7.9,,,1.45m,0.61m,0.69m,,0.15m,23rd Feb 10,
431,34892,Sonic & SEGA All-Stars Racing with Banjo-Kazooie    Read the review,Racing,X360,Sega,Sumo Digital,8.0,7.7,,,0.77m,0.37m,0.32m,,0.07m,23rd Feb 10,
432,26207,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.0,4.0,,,,,,,,11th Aug 08,
433,19766,Strong Bad's Cool Game for Attractive People Episode 1: Homestar Ruiner    Read the review,Adventure,WW,Telltale Games,Telltale Games,8.0,4.0,,,,,,,,11th Aug 08,
434,39661,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.0,8.2,,,,,,,,15th Sep 08,
435,25878,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free    Read the review,Adventure,WW,Telltale Games,Telltale Games,8.0,8.2,,,,,,,,15th Sep 08,
436,39662,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.0,,,,,,,,,27th Oct 08,
437,27590,Strong Bad's Cool Game for Attractive People Episode 3: Baddest of the Bands    Read the review,Adventure,WW,Telltale Games,Telltale Games,8.0,,,,,,,,,27th Oct 08,
438,39664,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough    Read the review,Adventure,PC,Telltale Games,Telltale Games,8.0,8.5,,,,,,,,15th Dec 08,
439,29401,Strong Bad's Cool Game for Attractive People Episode 5: 8-Bit Is Enough    Read the review,Adventure,WW,Telltale Games,Telltale Games,8.0,8.5,,,,,,,,15th Dec 08,
440,25709,Swords & Soldiers    Read the review,Strategy,WW,Ronimo Games,Ronimo Games,8.0,8.3,,,,,,,,08th Jun 09,
441,35427,Valkyria Chronicles: Behind Her Blue Flame    Read the review,Role-Playing,PSN,Sega,Sega WOW Overworks,8.0,,,,,,,,,16th Apr 09,
442,38741,Valkyria Chronicles: Challenges from Team Edy    Read the review,Role-Playing,PSN,Sega,Sega WOW Overworks,8.0,,8.0,,,,,,,25th Feb 10,
443,7480,Wii Fit    Read the review,Sports,Wii,Nintendo,Nintendo EAD,8.0,7.9,,22.67m,,,,,,21st May 08,
444,23193,WWE SmackDown vs. Raw 2009    Read the review,Fighting,Wii,THQ,Yuke's Media Creations,8.0,8.2,,,0.83m,0.44m,0.31m,,0.08m,09th Nov 08,
445,4008,Apollo Justice: Ace Attorney    Read the review,Adventure,DS,Capcom,Capcom,7.9,8.0,,,0.99m,0.28m,0.05m,0.64m,0.03m,19th Feb 08,
446,73076,Dead Rising 3    Read the review,Action,XOne,Microsoft Studios,Capcom,7.9,,,2.90m,,,,,,22nd Nov 13,24th Mar 18
447,27307,Final Fantasy Crystal Chronicles: Echoes of Time    Read the review,Role-Playing,DS,Square Enix,Square Enix,7.9,7.7,,,0.47m,0.12m,0.06m,0.27m,0.02m,24th Mar 09,
448,12743,Fire Pro Wrestling Returns    Read the review,Fighting,PS2,Agetec,S-Neo,7.9,,,,0.09m,0.04m,0.03m,,0.01m,13th Nov 07,
449,13394,God of War: Chains of Olympus    Read the review,Action,PSP,Sony Computer Entertainment,Ready at Dawn,7.9,8.9,9.5,3.26m,,,,,,04th Mar 08,
450,24659,Rayman Raving Rabbids: TV Party    Read the review,Misc,Wii,Ubisoft,Ubisoft Paris,7.9,7.1,,,2.03m,0.72m,1.08m,,0.23m,18th Nov 08,
451,23447,Star Ocean: The Last Hope    Read the review,Role-Playing,X360,Square Enix,tri-Ace,7.9,7.3,8.0,0.42m,,,,,,24th Feb 09,
452,37323,Tales of Monkey Island Chapter 3: Lair of the Leviathan    Read the review,Adventure,PC,Telltale Games,Telltale Games,7.9,,,,,,,,,29th Sep 09,
453,37328,Tales of Monkey Island Chapter 5: Rise of the Pirate God    Read the review,Adventure,PC,Telltale Games,Telltale Games,7.9,8.4,,,,,,,,08th Dec 09,
454,32127,Tenchu: Shadow Assassins    Read the review,Action,PSP,Ubisoft,From Software,7.9,7.5,,,0.12m,0.03m,0.03m,0.05m,0.01m,24th Mar 09,
455,25288,Tenchu: Shadow Assassins    Read the review,Action,Wii,Ubisoft,Acquire,7.9,7.0,,,0.21m,0.15m,0.01m,0.03m,0.01m,05th Feb 09,
456,24197,Wario Land: Shake It!    Read the review,Platform,Wii,Nintendo,Good-Feel,7.9,7.3,,1.06m,,,,,,22nd Sep 08,
457,24036,Avalon Code    Read the review,Role-Playing,DS,Marvelous Interactive,Matrix Software,7.8,7.1,,,0.24m,0.11m,0.00m,0.12m,0.01m,10th Mar 09,
458,12323,Brutal Legend    Read the review,Action,PS3,Electronic Arts,Double Fine Productions,7.8,7.9,,,0.94m,0.54m,0.27m,,0.13m,13th Oct 09,
459,12324,Brutal Legend    Read the review,Action,X360,Electronic Arts,Double Fine Productions,7.8,8.5,,,0.97m,0.62m,0.26m,,0.09m,13th Oct 09,
460,34287,Contra ReBirth    Read the review,Shooter,WW,Konami,M2,7.8,8.1,,,,,,,,07th Sep 09,
461,32231,Dawn of Discovery    Read the review,Simulation,Wii,Ubisoft,Sunflowers Interactive,7.8,7.9,,,0.19m,0.12m,0.06m,,0.01m,23rd Jun 09,
462,21740,echochrome    Read the review,Puzzle,PSN,Sony Computer Entertainment,SCE Japan Studio,7.8,,,,,,,,,01st May 08,17th Sep 18
463,18841,echochrome,Puzzle,PSP,Sony Computer Entertainment,SCE Japan Studio,,7.6,,,0.09m,,0.01m,0.08m,0.00m,01st May 08,17th Sep 18
464,84145,Ether One    Read the review,Adventure,PS4,Soedesco,White Paper Games,7.8,,,,,,,,,08th Apr 16,22nd Nov 18
465,868,God Hand    Read the review,Action,PS2,Capcom,Clover Studio,7.8,7.0,,0.06m,,,,,,10th Oct 06,
466,34039,Guitar Hero: Smash Hits    Read the review,Misc,PS3,Activision,Neversoft Entertainment,7.8,7.4,,,0.35m,0.20m,0.11m,,0.05m,16th Jun 09,
467,34040,Guitar Hero: Smash Hits    Read the review,Misc,Wii,Activision,Neversoft Entertainment,7.8,7.5,,,0.58m,0.31m,0.21m,,0.06m,16th Jun 09,
468,34041,Guitar Hero: Smash Hits    Read the review,Misc,X360,Activision,Neversoft Entertainment,7.8,7.1,,,0.42m,0.23m,0.15m,,0.04m,16th Jun 09,
469,29968,Hammerin' Hero    Read the review,Action,PSP,Atlus,Irem Software Engineering,7.8,7.0,,,0.08m,0.07m,,,0.01m,07th Apr 09,
470,24233,Just Cause 2    Read the review,Action,PC,Eidos Interactive,Avalanche Studios,7.8,8.2,,4.16m,,,,,,23rd Mar 10,
471,24231,Just Cause 2    Read the review,Action,PS3,Square Enix,Avalanche Studios,7.8,8.3,,,1.75m,0.45m,0.92m,0.06m,0.32m,23rd Mar 10,
472,24232,Just Cause 2    Read the review,Action,X360,Square Enix,Avalanche Studios,7.8,8.0,,,1.60m,0.59m,0.83m,0.02m,0.17m,23rd Mar 10,
473,30514,Magic Orbz    Read the review,Puzzle,PSN,Sony Computer Entertainment,Creat Studios,7.8,,,,,,,,,15th Jan 09,
474,28181,Marble Saga: Kororinpa    Read the review,Puzzle,Wii,Konami,Hudson Soft,7.8,7.4,,,0.16m,0.09m,0.05m,0.00m,0.01m,17th Mar 09,
475,1289,Me & My Katamari    Read the review,Puzzle,PSP,Namco,Namco,7.8,7.2,,,0.23m,0.13m,0.01m,0.08m,,21st Mar 06,
476,18886,Naruto: Ultimate Ninja Storm    Read the review,Fighting,PS3,Namco Bandai,CyberConnect2,7.8,7.8,,,1.07m,0.49m,0.34m,0.09m,0.15m,04th Nov 08,
477,32804,Phantom Brave: We Meet Again    Read the review,Role-Playing,Wii,NIS America,Nippon Ichi Software,7.8,7.6,,,0.13m,0.12m,,0.01m,0.01m,11th Aug 09,
478,35000,Rabbids Go Home    Read the review,Adventure,Wii,Ubisoft,Ubisoft Montpellier,7.8,8.0,,,1.13m,0.25m,0.74m,,0.14m,03rd Nov 09,
479,32175,Rock Band Unplugged    Read the review,Misc,PSP,MTV Games,Backbone Entertainment / Harmonix Music Systems,7.8,8.0,,,0.50m,0.25m,0.15m,,0.11m,09th Jun 09,
480,50346,Sesame Street: Once Upon A Monster    Read the review,Misc,X360,Warner Bros. Interactive,Double Fine Productions,7.8,8.0,,,0.52m,0.39m,0.09m,,0.04m,11th Oct 11,
481,36108,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal    Read the review,Adventure,PC,Telltale Games,Telltale Games,7.8,7.7,,,,,,,,07th Jul 09,
482,39395,Toy Soldiers    Read the review,Strategy,XBL,Microsoft,Signal Studios,7.8,8.4,,,,,,,,03rd Mar 10,
483,42699,Trials HD - Big Pack    Read the review,Misc,XBL,Microsoft,"RedLynx, Ltd.",7.8,9.0,,,,,,,,30th Dec 09,
484,20083,Dark Mist    Read the review,Action,PSN,Sony Computer Entertainment,Game Republic,7.7,,,,,,,,,15th May 08,
485,25899,Dead Rising: Chop Till You Drop    Read the review,Action,Wii,Capcom,Capcom Production Studio 1 / TOSE Software,7.7,6.7,7.2,,0.29m,0.15m,0.07m,0.05m,0.02m,24th Feb 09,
486,17580,Everyday Shooter    Read the review,Shooter,PSN,Sony Computer Entertainment,Queasy Games,7.7,8.4,,,,,,,,11th Oct 07,
487,34648,Fallout 3: Mothership Zeta    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Softworks,7.7,6.8,,,,,,,,03rd Aug 09,
488,34650,Fallout 3: Mothership Zeta    Read the review,Role-Playing,XBL,Bethesda Softworks,Bethesda Softworks,7.7,6.5,,,,,,,,03rd Aug 09,
489,33663,Fallout: New Vegas    Read the review,Role-Playing,X360,Bethesda Softworks,Obsidian Entertainment,7.7,8.2,,,4.08m,2.67m,1.03m,0.04m,0.34m,19th Oct 10,
490,7115,Folklore    Read the review,Role-Playing,PS3,Sony Computer Entertainment,Game Republic,7.7,7.5,8.7,,0.32m,0.20m,0.04m,0.05m,0.03m,09th Oct 07,
491,4586,Freshly-Picked: Tingle's Rosy Rupeeland    Read the review,Role-Playing,DS,Nintendo,Vanpool,7.7,,,,0.25m,,0.01m,0.24m,0.00m,14th Sep 07,
492,40226,METRO 2033    Read the review,Shooter,X360,THQ,4a-games,7.7,7.4,,,0.54m,0.22m,0.23m,0.03m,0.05m,16th Mar 10,
493,27614,Noby Noby Boy    Read the review,Puzzle,PSN,Namco Bandai,Bandai Namco Games,7.7,,,,,,,,,19th Feb 09,
494,32429,Singularity    Read the review,Shooter,X360,Activision,Raven Software,7.7,7.7,,,0.32m,0.24m,0.04m,0.00m,0.03m,29th Jun 10,
495,39124,Skate 3    Read the review,Sports,PS3,EA Sports,EA Black Box,7.7,,,,2.03m,0.79m,0.93m,,0.32m,11th May 10,
496,39125,Skate 3    Read the review,Sports,X360,EA Sports,EA Black Box,7.7,8.3,,,2.71m,1.47m,0.99m,,0.25m,11th May 10,
497,25414,The Dishwasher: Dead Samurai    Read the review,Action,XBL,Microsoft,Ska Studios,7.7,7.7,,,,,,,,01st Apr 09,
498,28673,Big Bang Mini    Read the review,Shooter,DS,SouthPeak Interactive,Arkedo Studio,7.6,8.0,,,0.06m,0.05m,0.00m,,0.00m,21st Jan 09,
499,16724,Deadly Creatures    Read the review,Action,Wii,THQ,Rainbow Studios,7.6,6.9,6.8,,0.22m,0.08m,0.12m,,0.02m,09th Feb 09,
500,33506,Droplitz    Read the review,Puzzle,PSN,Atlus,Blitz Arcade,7.6,7.8,,,,,,,,25th Jun 09,
501,33508,Droplitz    Read the review,Puzzle,XBL,Atlus,Blitz Arcade,7.6,5.0,,,,,,,,24th Jun 09,
502,57526,Football Manager 2012    Read the review,Sports,PC,Sega,Sega,7.6,8.5,,,1.50m,0.02m,1.16m,,0.32m,21st Oct 11,
503,34467,Lunar: Silver Star Harmony    Read the review,Role-Playing,PSP,Xseed Games,Game Arts,7.6,7.9,,,0.24m,0.19m,,0.03m,0.02m,02nd Mar 10,
504,44520,Monsters (Probably) Stole My Princess!    Read the review,Platform,PSN,Mediatonic,Mediatonic Ltd.,7.6,8.4,9.0,,,,,,,22nd Apr 10,
505,34956,Wolfenstein    Read the review,Shooter,PC,Activision,Raven Software,7.6,6.5,8.0,,0.04m,0.01m,0.03m,,0.01m,18th Aug 09,
506,227248,30XX    Read the review,Platform,PC,Batterystaple Games,Batterystaple Games,7.5,,,,,,,,,01st Dec 21,26th Aug 20
507,229275,A Plague Tale: Innocence    Read the review,Action-Adventure,XS,Unknown,Asobo Studio,7.5,,,,,,,,,,19th Jun 21
508,12727,Assassin's Creed    Read the review,Action,PS3,Ubisoft,Ubisoft Montreal,7.5,8.2,8.5,,4.83m,1.91m,2.01m,0.09m,0.82m,13th Nov 07,
509,12728,Assassin's Creed    Read the review,Action,X360,Ubisoft,Ubisoft Montreal,7.5,8.2,8.0,,5.55m,3.28m,1.64m,0.07m,0.56m,13th Nov 07,
510,37431,Assassin's Creed     Read the review,Adventure,XBL,Ubisoft,Ubisoft Montreal,7.5,8.2,,,,,,,,06th Aug 09,
511,42795,Assassin's Creed II: Battle of Forlì    Read the review,Action,PSN,Ubisoft,Ubisoft Montreal,7.5,7.4,,,,,,,,28th Jan 10,
