,ID,Game,Genre,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
694,226643,Rock of Ages III: Make & Break    Read the review,Strategy,NS,Modus Games,ACE Team,7.0,,,,,,,,,21st Jul 20,05th Jun 20
695,220918,Runner3    Read the review,Platform,NS,Nicalis,Choice Provisions,7.0,7.5,9.0,,0.02m,0.02m,,,0.00m,22nd May 18,18th Mar 19
696,226671,Sackboy: A Big Adventure    Read the review,Platform,PS5,Sony Interactive Entertainment,Sumo Digital,7.0,,,,,,,,,12th Nov 20,11th Jun 20
697,226419,Saints Row: The Third Remastered    Read the review,Sandbox,PS4,THQ,Volition,7.0,,,,,,,,,22nd May 20,13th Apr 20
698,226750,Scarlet Nexus    Read the review,Action,PC,Bandai Namco Entertainment,Bandai Namco Games,7.0,,,,,,,,,01st Dec 21,16th Jun 20
699,223205,Scintillatron 4096    Read the review,Shooter,PSV,kFunction Ltd,kFunction Ltd,7.0,,,,,,,,,18th Dec 18,17th Dec 18
700,226440,SEGA AGES G-LOC: Air Battle    Read the review,Action,NS,Unknown,M2,7.0,,,,,,,,,,25th Apr 20
701,227418,SEGA AGES Herzog Zwei    Read the review,Strategy,NS,Unknown,M2,7.0,,,,,,,,,,03rd Oct 20
702,222726,Shadows: Awakening    Read the review,Role-Playing,PS4,Kalypso Media,Kalypso Media,7.0,,8.5,,,,,,,04th Sep 18,09th Sep 18
703,221010,Shakedown Hawaii    Read the review,Action,NS,Vblank Entertainment Inc.,Vblank Entertainment Inc.,7.0,,,,,,,,,07th May 19,01st Feb 18
704,225672,Shantae and the Seven Sirens    Read the review,Platform,NS,WayForward,WayForward,7.0,,,,,,,,,28th May 20,02nd Oct 19
705,220577,Shantae: Half-Genie Hero    Read the review,Platform,NS,Xseed Games,WayForward Technologies,7.0,,,,0.12m,0.09m,0.01m,0.01m,0.01m,08th May 18,30th Dec 18
706,226920,Shantae: Risky's Revenge    Read the review,Platform,NS,WayForward Technologies,WayForward Technologies,7.0,,,,,,,,,01st Dec 20,10th Jul 20
707,222217,Shenmue III    Read the review,Action-Adventure,PS4,Deep Silver,Ys Net,7.0,,,,,,,,,19th Nov 19,07th Apr 19
708,226402,Shinsekai: Into the Depths    Read the review,Action-Adventure,NS,Unknown,Capcom,7.0,,,,,,,,,,03rd Apr 20
709,226484,Slayin 2    Read the review,Role-Playing,NS,Unknown,Pixel Licker,7.0,,,,,,,,,,04th May 20
710,228744,Smelter    Read the review,Action-Adventure,NS,Unknown,X Plus Company Limited,7.0,,,,,,,,,,15th Apr 21
711,221898,SNK 40th Anniversary Collection    Read the review,Misc,NS,NIS America,SNK Corporation,7.0,,7.5,,0.03m,0.02m,,,0.00m,13th Nov 18,06th Nov 18
712,225189,SolSeraph    Read the review,Strategy,PS4,Unknown,ACE Team,7.0,,,,,,,,,,29th Jun 19
713,220569,SoulCalibur VI    Read the review,Fighting,PS4,Bandai Namco Games,Project Soul,7.0,,,,0.71m,0.44m,0.11m,0.04m,0.12m,19th Oct 18,07th Nov 18
714,223789,Space War Arena    Read the review,Action,NS,Unknown,Playchemy,7.0,,,,,,,,,,08th Mar 19
715,223188,Sphinx and the Cursed Mummy    Read the review,Action-Adventure,NS,THQ Nordic,Eurocom,7.0,,,,,,,,,29th Jan 19,30th Dec 18
716,225668,Star Wars Pinball    Read the review,Simulation,NS,Unknown,Zen Studios,7.0,,,,,,,,,,01st Oct 19
717,227031,Steam Tactics    Read the review,Strategy,PSV,Unknown,Igor Rashkuev,7.0,,,,,,,,,,31st Jul 20
718,229417,Streets Of Rage 4 - Mr. X Nightmare    Read the review,Action,NS,Unknown,Lizardcube,7.0,,,,,,,,,,25th Jul 21
719,225262,Streets of Rogue    Read the review,Action,NS,Unknown,Matt Dabrowski,7.0,,,,,,,,,,13th Jul 19
720,227276,Super Mario 3D All-Stars    Read the review,Platform,NS,Nintendo,Nintendo,7.0,,,9.01m,,,,,,18th Sep 20,04th Sep 20
721,222153,Super Mario Party    Read the review,Party,NS,Nintendo,"Nd Cube Co., Ltd.",7.0,7.3,,15.72m,,,,,,05th Oct 18,19th Nov 18
722,225654,Terraria    Read the review,Action-Adventure,NS,505 Games,Re-Logic,7.0,,,,,,,,,27th Jun 19,23rd Sep 19
723,226988,Tetris Effect Connected    Read the review,Puzzle,XOne,Enhance,"Tetris Online, Inc",7.0,,,,,,,,,10th Nov 20,23rd Jul 20
724,223247,The Aquatic Adventure of the Last Human    Read the review,Action-Adventure,NS,Digerati,YCJY,7.0,,,,,,,,,03rd Jan 19,22nd Dec 18
725,225686,The Bradwell Conspiracy    Read the review,Puzzle,XOne,Unknown,A Brave Plan,7.0,,,,,,,,,,16th Oct 19
726,221940,The Caligula Effect: Overdose    Read the review,Role-Playing,PS4,NIS America,Historia,7.0,,,,0.04m,,,0.04m,,12th Mar 19,24th Feb 19
727,225674,The Eyes of Ara    Read the review,Puzzle,NS,Unknown,100 Stones Interactive,7.0,,,,,,,,,,05th Oct 19
728,221135,The Final Station    Read the review,Action,NS,TinyBuild Games,Do My Best,7.0,,,,,,,,,23rd Feb 18,22nd Feb 18
729,194674,The Great Ace Attorney 2 - The Resolve of Ryuunosuke Naruhodou    Read the review,Adventure,3DS,Capcom,Capcom,7.0,,,,0.12m,,,0.12m,,03rd Aug 17,03rd Aug 18
730,223701,The Hong Kong Massacre    Read the review,Shooter,PC,Unknown,VRESKI,7.0,,,,,,,,,,24th Feb 19
731,147592,The Last of Us Part II    Read the review,Action,PS4,Sony Interactive Entertainment,Naughty Dog,7.0,,,4.00m,,,,,,19th Jun 20,25th Jul 20
732,222662,The Legend of Heroes: Trails of Cold Steel IV    Read the review,Role-Playing,PS4,NIS America,Falcom,7.0,,,,0.13m,,,0.13m,,27th Oct 20,18th Aug 18
733,220920,The Mind's Eclipse    Read the review,Visual Novel,PC,Mind's Eclipse Interactive,Unknown,7.0,,,,,,,,,25th Jan 18,28th Jan 18
734,223132,The Outer Worlds    Read the review,Role-Playing,PC,Private Division,Obsidian Entertainment,7.0,,,,,,,,,25th Oct 19,06th Jun 19
735,226115,The Pedestrian    Read the review,Puzzle,PC,Skookum Arts,Skookum Arts,7.0,,,,,,,,,29th Jan 20,13th Feb 20
736,222399,The Persistence    Read the review,Action-Adventure,PS4,Sony Interactive Entertainment,Firesprite,7.0,,,,0.04m,,0.03m,,0.01m,24th Jul 18,24th Sep 18
737,224068,The Surge 2    Read the review,Action-Adventure,XOne,Focus Home Interactive,DECK13 Interactive,7.0,,,,,,,,,24th Sep 19,24th Mar 19
738,226205,Thronebreaker: The Witcher Tales    Read the review,Role-Playing,NS,CD Projekt Red Studio,CD Projekt Red Studio,7.0,,,,,,,,,28th Jan 20,22nd Feb 20
739,227302,Through the Darkest of Times    Read the review,Strategy,XOne,Unknown,Paintbucket Games,7.0,,,,,,,,,,09th Sep 20
740,117008,Tokyo Xanadu eX+    Read the review,Role-Playing,PS4,Aksys Games,Nihon Falcom Corporation,7.0,,,,0.10m,0.05m,,0.05m,0.01m,08th Dec 17,
741,222947,Transference    Read the review,Puzzle,PS4,Ubisoft,Ubisoft Montreal,7.0,,,,,,,,,18th Sep 18,12th Oct 18
742,225067,Trials of Mana    Read the review,Role-Playing,NS,Square Enix,Square Enix,7.0,,,,,,,,,24th Apr 20,11th Jun 19
743,222982,Trine 4: The Nightmare Prince     Read the review,Action-Adventure,NS,Modus Games,Frozenbyte,7.0,,,,,,,,,08th Oct 19,08th Jun 19
744,223064,Trine Enchanted Edition    Read the review,Action,NS,Frozenbyte,Frozenbyte,7.0,,,,,,,,,09th Nov 18,16th Nov 18
745,84501,Ultimate NES Remix    Read the review,Action,3DS,Nintendo,Nintendo,7.0,7.0,,,0.33m,0.19m,0.11m,,0.03m,05th Dec 14,29th May 18
746,223363,Unruly Heroes    Read the review,Platform,NS,Unknown,Magic Design Studios,7.0,,9.0,,,,,,,,26th Jan 19
747,223036,Untitled Goose Game    Read the review,Simulation,NS,Panic,House House,7.0,,,,,,,,,20th Sep 19,13th Sep 19
748,225094,Valfaris    Read the review,Action,NS,Big Sugar,Steel Mantis,7.0,,,,,,,,,01st Nov 19,12th Jun 19
749,224600,War Theatre    Read the review,Strategy,PSV,Arcade Distillery,Arcade Distillery,7.0,,,,,,,,,16th Mar 19,04th Apr 19
750,225267,Warlocks 2: God Slayers    Read the review,Action-Adventure,PC,Unknown,Frozen District,7.0,,,,,,,,,,19th Jul 19
751,222965,Wreckfest    Read the review,Racing,PS4,THQ Nordic,Bugbear Entertainment,7.0,,,,,,,,,31st Mar 19,19th Dec 18
752,198943,Yakuza: Kiwami 2    Read the review,Action,PS4,Sega,Sega,7.0,,,,0.37m,0.08m,0.06m,0.19m,0.03m,28th Aug 18,07th Jan 18
753,45626,Your Shape: Fitness Evolved    Read the review,Sports,X360,Ubisoft,Ubisoft Montreal,7.0,7.0,,2.00m,,,,,,04th Nov 10,
754,38178,Beats    Read the review,Misc,PSN,Sony Computer Entertainment,SCEE London Studio,7.0,7.0,,,,,,,,27th Dec 07,
755,30900,Buzz! Quiz TV - Add-On: American Culture    Read the review,Misc,PSN,Sony Computer Entertainment,Relentless Software,7.0,,,,,,,,,22nd Jan 09,
756,6059,Crush    Read the review,Puzzle,PSP,Sega,Zoe Mode,7.0,8.5,,,0.08m,0.07m,0.00m,,0.01m,29th May 07,
757,33704,Dante's Inferno    Read the review,Action,PSP,Electronic Arts,Visceral Games,7.0,6.6,,,0.20m,0.12m,0.04m,0.01m,0.02m,02nd Mar 10,
758,495,Deep Labyrinth    Read the review,Action,DS,Atlus,Unknown,7.0,,,,0.07m,0.06m,,,0.00m,15th Aug 06,
759,32951,Final Fantasy Crystal Chronicles: My Life as a Darklord    Read the review,Strategy,WW,Square Enix,Square Enix,7.0,7.7,,,,,,,,20th Jul 09,
760,41974,Heavy Rain Chronicles - Chapter 1: The Taxidermist    Read the review,Adventure,PSN,Sony Computer Entertainment,Quantic Dream,7.0,7.3,,,,,,,,01st Apr 10,
761,29091,Legends of WrestleMania    Read the review,Fighting,X360,THQ,Yuke's,7.0,,,,0.39m,0.20m,0.15m,,0.04m,24th Mar 09,
762,45284,Puzzle Bots    Read the review,Adventure,PC,Wadjet Eye Games,Wadjet Eye Games,7.0,,,,,,,,,10th May 10,
763,1889,Resident Evil: Deadly Silence    Read the review,Action,DS,Capcom,Capcom,7.0,6.7,,,0.26m,0.11m,0.02m,0.11m,0.01m,07th Feb 06,
764,6971,Resident Evil: The Umbrella Chronicles    Read the review,Shooter,Wii,Capcom,Cavia Inc.,7.0,7.5,8.0,1.30m,,,,,,13th Nov 07,
765,17064,Secret Agent Clank(US sales)    Read the review,Platform,PSP,Sony Computer Entertainment,High Impact Games,7.0,7.2,,,0.55m,0.33m,0.22m,,,17th Jun 08,
766,40309,Shattered Horizon    Read the review,Shooter,PC,Futuremark Games Studio,Futuremark Games Studio,7.0,6.8,,,,,,,,04th Nov 09,
767,23929,Shaun White Snowboarding    Read the review,Sports,PS3,Ubisoft,Ubisoft Montreal,7.0,6.0,,,0.66m,0.31m,0.24m,0.01m,0.10m,16th Nov 08,
768,23930,Shaun White Snowboarding    Read the review,Sports,X360,Ubisoft,Ubisoft Montreal,7.0,6.2,,,0.81m,0.48m,0.25m,0.00m,0.08m,16th Nov 08,
769,31407,Transformers: Revenge of the Fallen    Read the review,Action,PS3,Activision,Luxoflux Corp.,7.0,6.5,,,0.70m,0.28m,0.30m,,0.12m,23rd Jun 09,
770,31408,Transformers: Revenge of the Fallen    Read the review,Action,X360,Activision,Luxoflux Corp.,7.0,6.1,,,0.63m,0.34m,0.23m,,0.06m,23rd Jun 09,
771,33070,Wallace & Gromit's Grand Adventures Episode 1: Fright of the Bumblebees    Read the review,Adventure,PC,Telltale Games,Telltale Games,7.0,,,,,,,,,24th Mar 09,
772,31139,Fragile Dreams: Farewell Ruins of the Moon    Read the review,Role-Playing,Wii,Xseed Games,Tri-Crescendo,6.9,6.7,,,0.37m,0.16m,0.12m,0.06m,0.03m,16th Mar 10,
773,33471,Ice Age: Dawn of the Dinosaurs    Read the review,Platform,PC,Activision,Eurocom Entertainment Software,6.9,6.8,,,0.02m,0.02m,0.00m,,0.00m,30th Jun 09,
774,33467,Ice Age: Dawn of the Dinosaurs    Read the review,Platform,PS2,Activision,Eurocom Entertainment Software,6.9,,,,0.17m,0.08m,0.07m,,0.02m,30th Jun 09,
775,33469,Ice Age: Dawn of the Dinosaurs    Read the review,Platform,PS3,Activision,Eurocom Entertainment Software,6.9,6.6,,,0.19m,0.13m,0.04m,,0.02m,30th Jun 09,
776,36107,Ice Age: Dawn of the Dinosaurs    Read the review,Platform,Wii,Activision,Eurocom Entertainment Software,6.9,7.2,,,0.28m,0.11m,0.14m,,0.03m,30th Jun 09,
777,33470,Ice Age: Dawn of the Dinosaurs    Read the review,Platform,X360,Activision,Eurocom Entertainment Software,6.9,6.7,,,0.12m,0.09m,0.03m,,0.01m,30th Jun 09,
778,13012,Link's Crossbow Training    Read the review,Shooter,Wii,Nintendo,Nintendo EAD,6.9,6.9,,5.79m,,,,,,19th Nov 07,
779,32370,Reel Deal Slots: Blackbeard's Revenge    Read the review,Misc,PC,Phantom EFX,Phantom EFX,6.9,,,,,,,,,02nd Sep 08,
780,70399,A-Men    Read the review,Action,PSV,Bloober Team,Bloober Team,6.8,,,,,,,,,13th Aug 13,15th Jul 19
781,24660,Animal Crossing: City Folk    Read the review,Simulation,Wii,Nintendo,Nintendo EAD,6.8,7.1,8.8,4.32m,,,,,,16th Nov 08,
782,27254,Armored Core: For Answer    Read the review,Simulation,PS3,Ubisoft,From Software,6.8,6.1,,,0.19m,0.06m,0.02m,0.10m,0.01m,16th Sep 08,
783,31793,Fallout 3: Operation Anchorage    Read the review,Role-Playing,PC,Bethesda Softworks,Bethesda Game Studios,6.8,,,,,,,,,27th Jan 09,
784,31794,Fallout 3: Operation Anchorage    Read the review,Role-Playing,XBL,Bethesda Softworks,Bethesda Game Studios,6.8,,,,,,,,,27th Jan 09,
785,7138,Final Fantasy Crystal Chronicles: The Crystal Bearers    Read the review,Adventure,Wii,Square Enix,Square Enix,6.8,6.7,,,0.39m,0.21m,0.08m,0.08m,0.03m,26th Dec 09,
786,51748,Kinect: Disneyland Adventures    Read the review,Action-Adventure,X360,Microsoft Studios,Frontier Developments,6.8,8.5,,,2.41m,1.73m,0.43m,0.02m,0.23m,15th Nov 11,29th Sep 18
787,33694,LEGO Rock Band    Read the review,Misc,Wii,Warner Bros. Interactive,TT Games / Harmonix Music Systems,6.8,6.8,,,0.70m,0.41m,0.22m,,0.06m,03rd Nov 09,
788,32551,Miami Law    Read the review,Adventure,DS,Hudson Entertainment,Gaijinworks,6.8,5.5,,,0.10m,0.09m,0.00m,,0.01m,09th Jun 09,
789,45479,MotorStorm: Apocalypse    Read the review,Racing,PS3,Sony Computer Entertainment,Evolution Studios,6.8,7.6,,,0.49m,0.21m,0.20m,,0.08m,03rd May 11,
790,35480,NBA 2K10    Read the review,Sports,Wii,2K Sports,Visual Concepts,6.8,5.1,,,0.37m,0.34m,0.00m,,0.03m,09th Nov 09,
791,42953,Route 66    Read the review,Adventure,PSN,Gamehastra,GameShastra,6.8,,,,,,,,,28th Jan 10,
792,78529,Tropico 5    Read the review,Simulation,PC,Kalypso Media,Haemimont Games,6.8,,,,0.14m,0.04m,0.09m,,0.01m,01st Jan 15,20th Aug 18
793,34769,Wallace & Gromit's Grand Adventures Episode 2: The Last Resort    Read the review,Adventure,PC,Telltale Games,Telltale Games,6.8,,,,,,,,,06th May 09,
794,34770,Wallace & Gromit's Grand Adventures Episode 2: The Last Resort    Read the review,Adventure,XBL,Telltale Games,Telltale Games,6.8,,,,,,,,,04th Nov 09,
795,33168,Worms    Read the review,Strategy,PSN,Sony Computer Entertainment,Team17 Software,6.8,,,,0.02m,,0.02m,,0.00m,26th Mar 09,
796,28518,Dynasty Warriors: Gundam 2    Read the review,Action,PS2,Namco Bandai,Omega Force,6.7,4.9,,,0.34m,0.04m,0.03m,0.25m,0.01m,21st Apr 09,
797,24674,Galaga Legions    Read the review,Shooter,XBL,Namco Bandai,Namco Bandai Games,6.7,7.5,,,,,,,,20th Aug 08,
798,31310,SingStar Queen    Read the review,Misc,PS3,Sony Computer Entertainment,SCEE London Studio,6.7,6.8,,,0.44m,0.11m,0.25m,,0.07m,04th Aug 09,
799,12350,The Eye of Judgment    Read the review,Strategy,PS3,Sony Computer Entertainment,SCE Japan Studio,6.7,7.5,,,0.34m,0.28m,0.00m,0.02m,0.03m,24th Oct 07,16th Sep 18
800,2519,Trace Memory    Read the review,Adventure,DS,Nintendo,Cing,6.7,6.5,,,0.29m,0.15m,0.01m,0.12m,0.01m,26th Sep 05,
801,13823,Wet    Read the review,Shooter,PS3,Bethesda Softworks,Artificial Mind and Movement,6.7,6.9,,,0.62m,0.22m,0.27m,0.01m,0.11m,15th Sep 09,
802,13824,Wet    Read the review,Shooter,X360,Bethesda Softworks,Artificial Mind and Movement,6.7,6.9,,,0.50m,0.23m,0.21m,0.01m,0.05m,15th Sep 09,
803,34869,Yu-Gi-Oh! 5D's Wheelie Breakers    Read the review,Racing,Wii,Konami,Konami,6.7,7.5,,,0.10m,0.09m,0.01m,,0.01m,19th May 09,
804,24531,1942: Joint Strike    Read the review,Shooter,PSN,Capcom,Backbone Entertainment,6.6,7.0,,,,,,,,24th Jul 08,
805,24532,1942: Joint Strike    Read the review,Shooter,XBL,Capcom,Backbone Entertainment,6.6,6.9,,,,,,,,23rd Jul 08,
806,26404,Reel Deal Casino: Millionaire's Club    Read the review,Misc,PC,Phantom EFX,Phantom EFX,6.6,,,,,,,,,02nd Sep 08,
807,22053,Too Human    Read the review,Role-Playing,X360,Microsoft Game Studios,Silicon Knights,6.6,6.5,,,0.78m,0.38m,0.30m,0.03m,0.08m,19th Aug 08,
808,83572,4PM    Read the review,Adventure,PC,4PM Game LTD,4PM Game LTD,6.5,,,,,,,,,09th Jul 14,01st Aug 18
809,228842,Alex Kidd in Miracle World DX    Read the review,Platform,PC,Merge Games,Merge Games,6.5,,,,,,,,,22nd Jun 21,20th May 21
810,228483,Beach Buggy Racing 2: Island Adventure    Read the review,Racing,NS,Unknown,Vector Unit,6.5,,,,,,,,,,17th Mar 21
811,227049,Blue Fire    Read the review,Action-Adventure,NS,Graffiti,Robi Studios,6.5,,,,,,,,,01st Dec 21,04th Aug 20
812,229325,Curved Space    Read the review,Shooter,PS4,Unknown,Only By Midnight Ltd.,6.5,,,,,,,,,,29th Jun 21
813,228887,Dariusburst: Another Chronicle EX+    Read the review,Shooter,NS,Unknown,Taito,6.5,,,,,,,,,,06th Jun 21
814,19607,Defend Your Castle     Read the review,Strategy,WW,XGenStudios,XGen Studios,6.5,6.6,,,,,,,,12th May 08,
815,22964,Dokapon Kingdom    Read the review,Role-Playing,Wii,Atlus,Sting,6.5,7.2,,,0.13m,0.12m,,,0.01m,14th Oct 08,
816,34360,Dragon Ball Z: Attack of the Saiyans    Read the review,Role-Playing,DS,Namco Bandai,Monolith Soft,6.5,7.2,,0.19m,,,,,,10th Nov 09,
817,34641,Dragon Ball: Raging Blast,Fighting,PS3,Namco Bandai,Spike,,5.6,,,0.77m,0.37m,0.19m,0.11m,0.10m,10th Nov 09,
818,34642,Dragon Ball: Raging Blast    Read the review,Fighting,X360,Namco Bandai,Spike,6.5,5.8,,,0.51m,0.36m,0.08m,0.02m,0.04m,10th Nov 09,
819,25231,FaceBreaker K.O. Party     Read the review,Fighting,Wii,Electronic Arts,EA Freestyle,6.5,6.7,,,0.22m,0.19m,0.01m,,0.02m,11th Nov 08,
820,229330,Greedfall: The De Vespe Conspiracy    Read the review,Role-Playing,XS,Unknown,Spiders,6.5,,,,,,,,,,04th Jul 21
821,81164,Hotline Miami 2: Wrong Number    Read the review,Shooter,PC,Devolver Digital,Dennaton Games,6.5,8.3,,1.04m,,,,,,10th Mar 15,21st Jan 18
822,228305,Knockout City    Read the review,Sports,XS,Unknown,Velan Studios,6.5,,,,,,,,,,18th Feb 21
823,225724,Little Nightmares 2    Read the review,Platform,NS,Bandai Namco Entertainment,Tarsier Studios,6.5,,,,,,,,,11th Feb 21,29th Oct 19
824,24721,Lock's Quest    Read the review,Strategy,DS,THQ,5TH Cell,6.5,,,,0.09m,0.08m,0.00m,0.00m,0.01m,08th Sep 08,
825,229533,Lost Judgement    Read the review,Action,XOne,Unknown,Sega,6.5,,,,,,,,,,17th Aug 21
826,228792,Lost Words: Beyond the Page    Read the review,Adventure,NS,Unknown,Sketchbook Games,6.5,,,,,,,,,,23rd Apr 21
827,33245,Pimp My Ride: Street Racing    Read the review,Racing,DS,Activision,Virtuos,6.5,,,,0.03m,0.03m,,,0.00m,24th Mar 09,
828,228511,R-Type Final 2    Read the review,Shooter,NS,Unknown,Granzella,6.5,,,,,,,,,,19th Mar 21
829,226670,Returnal    Read the review,Shooter,PS5,Sony Interactive Entertainment,Housemarque,6.5,,,0.56m,,,,,,30th Apr 21,12th Jun 20
830,18689,Rocketmen: Axis of Evil    Read the review,Shooter,PSN,Capcom,A.C.R.O.N.Y.M. Games Inc.,6.5,5.4,,,,,,,,06th Mar 08,
831,228229,Story of Seasons: Pioneers of Olive Town    Read the review,Simulation,NS,Unknown,Marvelous,6.5,,,0.70m,,,,,,,10th Feb 21
832,227920,The Falconeer    Read the review,Action-Adventure,XS,Unknown,Tomas Sala,6.5,,,,,,,,,,09th Dec 20
833,12261,The Last Remnant    Read the review,Role-Playing,X360,Square Enix,Square Enix,6.5,6.5,8.0,0.58m,,,,,,20th Nov 08,
834,33514,Vandal Hearts: Flames of Judgment    Read the review,Role-Playing,PSN,Konami,Hijinx Studios,6.5,6.9,,,,,,,,21st Jan 10,
835,33515,Vandal Hearts: Flames of Judgment    Read the review,Role-Playing,XBL,Konami,Hijinx Studios,6.5,6.8,,,,,,,,20th Jan 10,
836,26765,Wanted: Weapons of Fate    Read the review,Shooter,PS3,Warner Bros. Interactive,GRIN,6.5,6.2,,,0.29m,0.14m,0.10m,0.01m,0.04m,24th Mar 09,
837,26764,Wanted: Weapons of Fate    Read the review,Shooter,X360,Warner Bros. Interactive,GRIN,6.5,6.2,,,0.37m,0.17m,0.15m,0.00m,0.04m,24th Mar 09,
838,21877,007: Quantum of Solace    Read the review,Shooter,Wii,Activision,Beenox,6.4,5.6,,,0.65m,0.29m,0.28m,0.01m,0.07m,04th Nov 08,
839,42797,Assassin's Creed II: Bonfire of the Vanities    Read the review,Action,PSN,Ubisoft,Ubisoft Montreal,6.4,7.4,,,,,,,,18th Feb 10,
840,42796,Assassin's Creed II: Bonfire of the Vanities    Read the review,Action,XBL,Ubisoft,Ubisoft Montreal,6.4,6.7,,,,,,,,18th Feb 10,
841,28519,Dynasty Warriors: Gundam 2    Read the review,Action,PS3,Namco Bandai,Omega Force,6.4,5.9,,,0.49m,0.09m,0.07m,0.32m,0.03m,21st Apr 09,
842,28520,Dynasty Warriors: Gundam 2    Read the review,Action,X360,Namco Bandai,Omega Force,6.4,5.6,,,0.19m,0.07m,0.03m,0.08m,0.01m,21st Apr 09,
843,17543,flOw    Read the review,Simulation,PSN,Sony Computer Entertainment,thatgamecompany,6.4,7.4,,,,,,,,22nd Feb 07,
844,39519,Fortix    Read the review,Strategy,PSN,Complete-IT,Nemesys Studio,6.4,6.0,,,,,,,,23rd Nov 09,
845,22477,Glory of Heracles    Read the review,Role-Playing,DS,Nintendo,Paon Corporation,6.4,6.8,,,0.29m,0.19m,,0.08m,0.02m,18th Jan 10,
846,33465,Obscure: The Aftermath    Read the review,Adventure,PSP,Playlogic Game Factory,Hydravision Entertainment,6.4,6.5,,,0.09m,0.05m,0.03m,,0.01m,29th Sep 09,
847,25607,Real Heroes: Firefighter    Read the review,Action,Wii,Conspiracy Entertainment,Epicenter Studios,6.3,7.4,,,0.64m,0.56m,0.04m,,0.05m,04th Aug 09,
848,25543,Supersonic Acrobatic Rocket-Powered Battle-Cars    Read the review,Sports,PSN,Psyonix,Psyonix Studios,6.3,,,,,,,,,09th Oct 08,
849,33096,WarioWare: Snapped!    Read the review,Misc,DSiW,Nintendo,Intelligent Systems,6.3,,,,,,,,,05th Apr 09,
850,19430,Black Sigil: Blade of the Exiled    Read the review,Role-Playing,DS,Graffiti,Studio Archcraft,6.2,6.0,,,0.05m,0.05m,,,0.00m,09th Jun 09,
851,27308,Final Fantasy Crystal Chronicles: Echoes of Time    Read the review,Role-Playing,Wii,Square Enix,Square Enix,6.2,6.9,,,0.25m,0.13m,0.06m,0.05m,0.02m,24th Mar 09,
852,45608,Kinect Adventures!    Read the review,Party,X360,Microsoft Game Studios,Good Science Studio,6.2,6.7,,24.00m,,,,,,04th Nov 10,29th Sep 18
853,7690,White Knight Chronicles: International Edition    Read the review,Role-Playing,PS3,Sony Computer Entertainment,Level 5,6.2,6.3,7.9,,0.95m,0.34m,0.16m,0.36m,0.09m,02nd Feb 10,
854,32529,X-Men Origins: Wolverine - Uncaged Edition    Read the review,Action,PS3,Activision,Raven Software,6.2,7.0,8.7,,0.74m,0.31m,0.31m,,0.12m,01st May 09,
855,32528,X-Men Origins: Wolverine - Uncaged Edition    Read the review,Action,X360,Activision,Raven Software,6.2,7.1,,,0.69m,0.42m,0.21m,,0.06m,01st May 09,
856,32700,G.I. Joe: The Rise of Cobra    Read the review,Action,DS,Electronic Arts,Fall Line Studio,6.1,5.6,,,0.14m,0.11m,0.01m,,0.01m,04th Aug 09,
857,1210,Lunar: Dragon Song    Read the review,Role-Playing,DS,Ubisoft,Game Arts / Japan Art Media (JAM),6.1,5.9,,,0.12m,0.11m,0.00m,,0.01m,27th Sep 05,
858,32131,Reel Deal Card Games '09    Read the review,Misc,PC,Phantom EFX,PhantomEFX,6.1,,,,,,,,,02nd Sep 08,
859,33338,The BIGS 2    Read the review,Sports,Wii,2K Sports,Blue Castle Games,6.1,6.3,,,0.29m,0.26m,0.01m,,0.02m,07th Jul 09,
860,228048,Gears 5: Hivebusters    Read the review,Shooter,XS,Unknown,The Coalition,6.0,,,,,,,,,,13th Jan 21
861,228399,3 out of 10: Season One    Read the review,Adventure,XS,Unknown,Terrible Posture Games,6.0,,,,,,,,,,07th Mar 21
862,225773,Afterparty    Read the review,Adventure,XOne,Unknown,Night School Studio,6.0,,,,,,,,,,18th Nov 19
863,222328,Angels of Death    Read the review,Adventure,NS,Active Gaming Media,Stardust KRNKRN,6.0,,,,,,,,,28th Jun 18,08th Jul 18
864,222690,Aragami: Shadow Edition    Read the review,Action,NS,Merge Games,Lince Works,6.0,,,,,,,,,26th Feb 19,24th Mar 19
865,220926,Assassin's Creed Rogue Remastered    Read the review,Action-Adventure,XOne,Ubisoft,Ubisoft,6.0,6.0,,,0.04m,,0.03m,,0.00m,20th Mar 18,29th Jan 18
866,223334,At Sundown: Shots in the Dark    Read the review,Shooter,NS,Versus Evil,Mild Beast Games,6.0,,,,,,,,,22nd Jan 19,20th Jan 19
867,223749,Atelier Lulua: The Scion of Arland    Read the review,Role-Playing,PS4,Koei Tecmo,Gust,6.0,,,,,,,,,24th May 19,22nd Mar 19
868,205779,Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings    Read the review,Role-Playing,PS4,Tecmo Koei,Gust,6.0,,,,0.06m,0.03m,,0.03m,0.01m,27th Mar 18,10th Feb 18
869,223946,Blast Zone! Tournament    Read the review,Strategy,PC,Victory Lap Games,Victory Lap Games,6.0,,,,,,,,,31st Jul 18,20th Mar 19
870,225259,Bouncy Bullets    Read the review,Platform,PSV,Ratalaika Games,Ratalaika Games,6.0,,,,,,,,,12th Jul 19,13th Jul 19
